测试套/软件包名,测试用例名,日志文件,原因,Broken testcase,pkg not found,preinstall absent,kernel module absent,file missing,systemd unit restart failure,systemd unit runtime error,systemd unit enable failure,timeout
embedded_third_party_packages_test,oe_test_popt_test_001,2023-06-28-14_09_03.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_dosfstools_test_001,2023-06-28-14_09_01.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_ncurses_test_001,2023-06-28-14_09_04.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_util-linux_test_001,2023-06-28-14_09_03.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_json-c_test_001,2023-06-28-14_09_01.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_libcap_test_001,2023-06-28-14_09_02.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_zlib_test_001,2023-06-28-14_09_05.log,"preinstall absent
",0,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_nfs-utils_test_001,2023-06-28-14_09_02.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_logrotate_test_001,2023-06-28-14_09_02.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
embedded_third_party_packages_test,oe_test_less_test_001,2023-06-28-14_09_05.log,"Broken testcase
preinstall absent
",1,0,1,0,0,0,0,0,0
python-keyring_13.2.1,oe_test_keyring-python3,2023-06-28-14_10_20.log,"file missing
",0,0,0,0,1,0,0,0,0
robotframework,oe_test_robotframework_run,2023-06-28-14_11_26.log,"file missing
",0,0,0,0,1,0,0,0,0
struts,oe_test_struts_001,2023-06-28-14_11_47.log,"file missing
",0,0,0,0,1,0,0,0,0
whois,oe_test_whois_01,2023-06-28-14_14_10.log,,0,0,0,0,0,0,0,0,0
whois,oe_test_whois_03,2023-06-28-14_15_05.log,,0,0,0,0,0,0,0,0,0
pyyaml,oe_test_pyyaml,2023-06-28-14_16_44.log,,0,0,0,0,0,0,0,0,0
smoke-basic-os,oe_test_syslog_journald_001,2023-06-28-14_28_04.log,,0,0,0,0,0,0,0,0,0
smoke-basic-os,oe_test_cat_001,2023-06-28-14_18_12.log,,0,0,0,0,0,0,0,0,0
smoke-basic-os,oe_test_haproxy,2023-06-28-14_24_43.log,"file missing
",0,0,0,0,1,0,0,0,0
smoke-basic-os,oe_test_sevice_001,2023-06-28-14_27_07.log,,0,0,0,0,0,0,0,0,0
smoke-basic-os,oe_test_arping,2023-06-28-14_36_32.log,,0,0,0,0,0,0,0,0,0
smoke-basic-os,oe_test_network_001,2023-06-28-14_26_02.log,,0,0,0,0,0,0,0,0,0
smoke-basic-os,oe_test_df,2023-06-28-14_20_57.log,,0,0,0,0,0,0,0,0,0
smoke-basic-os,oe_test_rsync,2023-06-28-14_27_02.log,"file missing
",0,0,0,0,1,0,0,0,0
python_rsa_4.7.2,oe_test_python3-rsa_4.7.2,2023-06-28-14_27_10.log,"file missing
",0,0,0,0,1,0,0,0,0
