测试套/软件包名,测试用例名,状态,日志文件,原因,x86 日志文件,x86 原因
systemd,oe_test_target_initrd-switch-root,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_target_initrd-switch-root/2023-05-25-22_00_18.log,unknown,Week1/cli0/x86/logs_failed/systemd/oe_test_target_initrd-switch-root/2023-05-25-17_05_43.log,unknown
systemd,oe_test_service_console-getty,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_service_console-getty/2023-05-25-20_53_53.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
",Week1/cli0/x86/logs_failed/systemd/oe_test_service_console-getty/2023-05-25-16_43_16.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
systemd unit enable failure
"
systemd,oe_test_service_systemd-fsck-root,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_service_systemd-fsck-root/2023-05-25-21_11_31.log,"systemd unit runtime error
",Week1/cli0/x86/logs_failed/systemd/oe_test_service_systemd-fsck-root/2023-05-25-16_48_58.log,"systemd unit runtime error
"
systemd,oe_test_service_dbus-org.freedesktop.portable1,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_service_dbus-org.freedesktop.portable1/2023-05-25-21_00_01.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",Week1/cli0/x86/logs_failed/systemd/oe_test_service_dbus-org.freedesktop.portable1/2023-05-25-16_45_16.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
"
systemd,oe_test_service_quotaon,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_service_quotaon/2023-05-25-21_05_38.log,"file missing
systemd unit restart failure
systemd unit runtime error
",Week1/cli0/x86/logs_failed/systemd/oe_test_service_quotaon/2023-05-25-16_47_15.log,"file missing
systemd unit restart failure
systemd unit runtime error
"
systemd,oe_test_service_systemd-resolved,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_service_systemd-resolved/2023-05-25-21_30_35.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
",Week1/cli0/x86/logs_failed/systemd/oe_test_service_systemd-resolved/2023-05-25-16_55_11.log,"preinstall absent
systemd unit restart failure
systemd unit runtime error
"
systemd,oe_test_target_cryptsetup,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_target_cryptsetup/2023-05-25-21_52_29.log,"preinstall absent
",Week1/cli0/x86/logs_failed/systemd/oe_test_target_cryptsetup/2023-05-25-17_03_16.log,"preinstall absent
"
systemd,oe_test_service_systemd-journal-upload,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_service_systemd-journal-upload/2023-05-25-21_20_33.log,"file missing
systemd unit restart failure
systemd unit runtime error
",Week1/cli0/x86/logs_failed/systemd/oe_test_service_systemd-journal-upload/2023-05-25-16_52_00.log,"file missing
systemd unit restart failure
systemd unit runtime error
"
systemd,oe_test_target_veritysetup-pre,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_target_veritysetup-pre/2023-05-25-22_25_11.log,"preinstall absent
",Week1/cli0/x86/logs_failed/systemd/oe_test_target_veritysetup-pre/2023-05-25-17_13_36.log,"preinstall absent
"
systemd,oe_test_target_veritysetup,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_target_veritysetup/2023-05-25-22_24_25.log,"preinstall absent
",Week1/cli0/x86/logs_failed/systemd/oe_test_target_veritysetup/2023-05-25-17_13_19.log,"preinstall absent
"
systemd,oe_test_service_systemd-ask-password-wall,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_service_systemd-ask-password-wall/2023-05-25-21_09_30.log,"systemd unit restart failure
systemd unit runtime error
",Week1/cli0/x86/logs_failed/systemd/oe_test_service_systemd-ask-password-wall/2023-05-25-16_48_34.log,"systemd unit restart failure
systemd unit runtime error
"
systemd,oe_test_socket_systemd-journald-dev-log,x86 fail,Week1/cli0/riscv/logs_failed/systemd/oe_test_socket_systemd-journald-dev-log/2023-05-25-21_43_55.log,unknown,Week1/cli0/x86/logs_failed/systemd/oe_test_socket_systemd-journald-dev-log/2023-05-25-17_00_14.log,unknown
openssl,oe_test_openssl_encrypte_decrypte_emails,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_encrypte_decrypte_emails/2023-05-25-18_08_18.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_encrypte_decrypte_emails/2023-05-25-16_50_00.log,unknown
openssl,oe_test_openssl_expired_certificate,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_expired_certificate/2023-05-25-18_09_01.log,"file missing
",Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_expired_certificate/2023-05-25-16_50_03.log,"file missing
"
openssl,oe_test_openssl_create_CA_applying_certificate,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_create_CA_applying_certificate/2023-05-25-18_01_37.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_create_CA_applying_certificate/2023-05-25-16_49_06.log,unknown
openssl,oe_test_openssl_delete_configuration_file,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_delete_configuration_file/2023-05-25-18_03_32.log,"file missing
",Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_delete_configuration_file/2023-05-25-16_49_22.log,"file missing
"
openssl,oe_test_openssl_repeat_restart,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_repeat_restart/2023-05-25-18_24_17.log,"file missing
",Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_repeat_restart/2023-05-25-16_51_31.log,"file missing
"
openssl,oe_test_openssl_Implements_https,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_Implements_https/2023-05-25-18_13_15.log,"file missing
",Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_Implements_https/2023-05-25-16_50_35.log,"file missing
"
openssl,oe_test_openssl_generate_password,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_generate_password/2023-05-25-18_12_30.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_generate_password/2023-05-25-16_50_22.log,unknown
openssl,oe_test_openssl_incorrect_public_private_key,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_incorrect_public_private_key/2023-05-25-18_15_37.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_incorrect_public_private_key/2023-05-25-16_50_48.log,unknown
openssl,oe_test_openssl_reliability,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_reliability/2023-05-25-18_17_52.log,"file missing
",Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_reliability/2023-05-25-16_50_59.log,"file missing
"
openssl,oe_test_openssl_remove_mod_ssl,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_remove_mod_ssl/2023-05-25-18_20_08.log,"file missing
",Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_remove_mod_ssl/2023-05-25-16_51_13.log,"file missing
"
openssl,oe_test_openssl_empty_private_key,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_empty_private_key/2023-05-25-18_06_55.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_empty_private_key/2023-05-25-16_49_53.log,unknown
openssl,oe_test_openssl_generate_key_pair,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_generate_key_pair/2023-05-25-18_12_02.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_generate_key_pair/2023-05-25-16_50_21.log,unknown
openssl,oe_test_openssl_empty_public_key,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_empty_public_key/2023-05-25-18_07_23.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_empty_public_key/2023-05-25-16_49_55.log,unknown
openssl,oe_test_openssl_DSA_algorithm,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_DSA_algorithm/2023-05-25-18_06_26.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_DSA_algorithm/2023-05-25-16_49_49.log,unknown
openssl,oe_test_openssl_encrypt_decrypt_file_asymmetrically,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_encrypt_decrypt_file_asymmetrically/2023-05-25-18_07_52.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_encrypt_decrypt_file_asymmetrically/2023-05-25-16_49_57.log,unknown
openssl,oe_test_openssl_file_signature_verification,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_file_signature_verification/2023-05-25-18_11_19.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_file_signature_verification/2023-05-25-16_50_19.log,unknown
openssl,oe_test_openssl_rc4_encryption_file,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_rc4_encryption_file/2023-05-25-18_32_45.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_rc4_encryption_file/2023-05-25-16_54_14.log,unknown
openssl,oe_test_openssl_RSA_algorithm,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_RSA_algorithm/2023-05-25-18_30_50.log,"preinstall absent
",Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_RSA_algorithm/2023-05-25-16_53_38.log,"preinstall absent
"
openssl,oe_test_openssl_Diffie_Hellman,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_Diffie_Hellman/2023-05-25-18_05_42.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_Diffie_Hellman/2023-05-25-16_49_40.log,unknown
openssl,oe_test_openssl_speed,x86 fail,Week1/cli0/riscv/logs_failed/openssl/oe_test_openssl_speed/2023-05-25-18_34_13.log,unknown,Week1/cli0/x86/logs_failed/openssl/oe_test_openssl_speed/2023-05-25-16_54_21.log,unknown
